campaign,group,keyword,url,utm
П5_Поиск_ФГИС,Лицензия ФГИС,"""проверить авто фгис такси""",https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_fgis&utm_content={ad_id}&utm_term={keyword},p5_fgis
П5_Поиск_ФГИС,Лицензия ФГИС,"""постановка авто в реестр такси""",https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_fgis&utm_content={ad_id}&utm_term={keyword},p5_fgis
П5_Поиск_ФГИС,Лицензия ФГИС,"""фгис такси 3500""",https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_fgis&utm_content={ad_id}&utm_term={keyword},p5_fgis
П5_Поиск_ФГИС,Реестр перевозчиков,"""реестр перевозчиков такси""",https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_fgis&utm_content={ad_id}&utm_term={keyword},p5_fgis
П5_Поиск_ФГИС,Реестр перевозчиков,"""внести в реестр перевозчиков""",https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_fgis&utm_content={ad_id}&utm_term={keyword},p5_fgis
П5b_Поиск_ОСГОП,ОСГОП такси,"""осгоп такси""",https://park-armada.ru/osgop/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_osgop&utm_content={ad_id}&utm_term={keyword},p5_osgop
П5b_Поиск_ОСГОП,ОСГОП такси,"""осгоп для такси стоимость""",https://park-armada.ru/osgop/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_osgop&utm_content={ad_id}&utm_term={keyword},p5_osgop
П5b_Поиск_ОСГОП,ОСГОП такси,"""оформить осгоп такси""",https://park-armada.ru/osgop/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_osgop&utm_content={ad_id}&utm_term={keyword},p5_osgop
П6_Поиск_Бренд,Бренд Армада,"""таксопарк армада""",https://park-armada.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=p6_brand&utm_content={ad_id}&utm_term={keyword},p6_brand
П6_Поиск_Бренд,Бренд Армада,"""армада такси""",https://park-armada.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=p6_brand&utm_content={ad_id}&utm_term={keyword},p6_brand
П6_Поиск_Бренд,Бренд Армада,"""парк армада яндекс""",https://park-armada.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=p6_brand&utm_content={ad_id}&utm_term={keyword},p6_brand
П6_Поиск_Бренд,Бренд Армада,"""армада таксопарк отзывы""",https://park-armada.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=p6_brand&utm_content={ad_id}&utm_term={keyword},p6_brand
П6_Поиск_Бренд,Бренд Армада,"""park armada такси""",https://park-armada.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=p6_brand&utm_content={ad_id}&utm_term={keyword},p6_brand
П6_Поиск_Бренд,Бренд Армада,"""армада драйвер такси""",https://park-armada.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=p6_brand&utm_content={ad_id}&utm_term={keyword},p6_brand
П8_Поиск_Лимит_НПД,Лимит самозанятого,"""лимит самозанятого 2.4 млн такси""",https://park-armada.ru/blog/limit-npd-2-4-mln/?utm_source=yandex&utm_medium=cpc&utm_campaign=p8_limit_npd&utm_content={ad_id}&utm_term={keyword},p8_limit_npd
П8_Поиск_Лимит_НПД,Лимит самозанятого,"""превышен лимит нпд такси что делать""",https://park-armada.ru/blog/limit-npd-2-4-mln/?utm_source=yandex&utm_medium=cpc&utm_campaign=p8_limit_npd&utm_content={ad_id}&utm_term={keyword},p8_limit_npd
П8_Поиск_Лимит_НПД,Лимит самозанятого,"""что делать если превысил лимит самозанятого такси""",https://park-armada.ru/blog/limit-npd-2-4-mln/?utm_source=yandex&utm_medium=cpc&utm_campaign=p8_limit_npd&utm_content={ad_id}&utm_term={keyword},p8_limit_npd
П8_Поиск_Лимит_НПД,Лимит самозанятого,"""переход с нпд на ип яндекс такси""",https://park-armada.ru/blog/limit-npd-2-4-mln/?utm_source=yandex&utm_medium=cpc&utm_campaign=p8_limit_npd&utm_content={ad_id}&utm_term={keyword},p8_limit_npd
П8_Поиск_Лимит_НПД,Лимит самозанятого,"""лимит самозанятого водитель такси""",https://park-armada.ru/blog/limit-npd-2-4-mln/?utm_source=yandex&utm_medium=cpc&utm_campaign=p8_limit_npd&utm_content={ad_id}&utm_term={keyword},p8_limit_npd
