Название кампании;Тип кампании;Минус-фразы на кампанию;Валюта;Доп. объявление группы;Тип объявления;ID группы;Название группы;Номер группы;ID фразы;Фраза (с минус-словами);ID объявления;Заголовок 1;Заголовок 2;Заголовок 3;Заголовок 4;Заголовок 5;Заголовок 6;Заголовок 7;Текст 1;Текст 2;Текст 3;Ссылка;Отображаемая ссылка;Регион;Ставка;Заголовки быстрых ссылок;Описания быстрых ссылок;Адреса быстрых ссылок;Уточнения;Минус-фразы на группу;Метки
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Подключение Яндекс Такси;8;;"""яндекс такси подключение парк""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Подключение Яндекс Такси;8;;"""удалённое подключение яндекс такси""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Подключение Яндекс Такси;8;;"""подключить яндекс такси онлайн""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Таксопарк;9;;"""таксопарк для яндекс такси""";;Подключить Яндекс Такси через парк;Таксопарк Армада, комиссия от 1,9%;Удалённое подключение по России;Самозанятый, ИП или трудовой;Активация аккаунта 10–15 минут;Сменить парк Яндекс Такси;Подключение к Яндекс Про парком;Подключаем к Яндекс Такси удалённо по России;Комиссия парка от 1,9%. Активация 10–15 минут;Выберите СМЗ, ИП или трудовой договор на сайте;https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats;taxi;Россия;50;Трудовой договор||Самозанятый 1,9%||Доставка||Лицензия ФГИС;Без СМЗ и ИП, 3 тарифа||Парковый СМЗ, такси||Курьер Яндекс Доставка||Реестр такси 3500₽ / 5 лет;https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_labor&utm_content={ad_id}&utm_term={keyword}||https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_smz&utm_content={ad_id}&utm_term={keyword}#formats||https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_delivery&utm_content={ad_id}&utm_term={keyword}#courier-tariffs||https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_license&utm_content={ad_id}&utm_term={keyword};Комиссия парка от 1,9%||Активация 10–15 минут||Удалённо по России||СМЗ, ИП или трудовой;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Таксопарк;9;;"""таксопарк яндекс такси подключить""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Таксопарк;9;;"""партнер яндекс такси для водителей""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Таксопарк;9;;"""подключиться к яндекс такси через парк""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Таксопарк;9;;"""лучший таксопарк яндекс такси""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Комиссия парка;10;;"""комиссия таксопарка яндекс""";;Подключить Яндекс Такси через парк;Таксопарк Армада, комиссия от 1,9%;Удалённое подключение по России;Самозанятый, ИП или трудовой;Активация аккаунта 10–15 минут;Сменить парк Яндекс Такси;Подключение к Яндекс Про парком;Подключаем к Яндекс Такси удалённо по России;Комиссия парка от 1,9%. Активация 10–15 минут;Выберите СМЗ, ИП или трудовой договор на сайте;https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats;taxi;Россия;50;Трудовой договор||Самозанятый 1,9%||Доставка||Лицензия ФГИС;Без СМЗ и ИП, 3 тарифа||Парковый СМЗ, такси||Курьер Яндекс Доставка||Реестр такси 3500₽ / 5 лет;https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_labor&utm_content={ad_id}&utm_term={keyword}||https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_smz&utm_content={ad_id}&utm_term={keyword}#formats||https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_delivery&utm_content={ad_id}&utm_term={keyword}#courier-tariffs||https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_license&utm_content={ad_id}&utm_term={keyword};Комиссия парка от 1,9%||Активация 10–15 минут||Удалённо по России||СМЗ, ИП или трудовой;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Комиссия парка;10;;"""низкая комиссия таксопарк""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Комиссия парка;10;;"""таксопарк комиссия 1.9""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Комиссия парка;10;;"""комиссия парка 1.9 процента""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Комиссия парка;10;;"""сменить таксопарк яндекс""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Комиссия парка;10;;"""перейти в другой парк яндекс такси""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П1_Поиск_Подключение;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;Комиссия парка;10;;"""какой таксопарк выбрать яндекс""";;;;;;;;;;;;;;Россия;50;;;;;трудовой договор, без самозанятости, курьер;p1_podklyuchenie
П3_Поиск_ИП;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент, трудовой договор, курьер;RUB;-;Комбинаторное;;Парковый ИП;11;;"""парковый ип яндекс такси""";;Парковый ИП в Яндекс Такси;Моментальный вывод для ИП;Подключение ИП к Яндекс Про;Комиссия парка ИП от 1,9%;Переход с СМЗ на ИП в парке;Таксопарк Армада для ИП;Активация 10–15 минут онлайн;Парковый ИП: комиссия от 1,9% и моментальный вывод;Авторегистрация онлайн. Удалённо по России;Поможем перейти с самозанятого на ИП в парке;https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p3_ip&utm_content={ad_id}&utm_term={keyword}#formats;taxi;Россия;50;Трудовой договор||Самозанятый 1,9%||Доставка||Лицензия ФГИС;Без СМЗ и ИП, 3 тарифа||Парковый СМЗ, такси||Курьер Яндекс Доставка||Реестр такси 3500₽ / 5 лет;https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_labor&utm_content={ad_id}&utm_term={keyword}||https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_smz&utm_content={ad_id}&utm_term={keyword}#formats||https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_delivery&utm_content={ad_id}&utm_term={keyword}#courier-tariffs||https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_license&utm_content={ad_id}&utm_term={keyword};Комиссия парка от 1,9%||Моментальный вывод||Авторегистрация онлайн||Удалённо по России;курьер, заказать такси;p3_ip
П3_Поиск_ИП;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент, трудовой договор, курьер;RUB;-;Комбинаторное;;Парковый ИП;11;;"""ип яндекс такси парк""";;;;;;;;;;;;;;Россия;50;;;;;курьер, заказать такси;p3_ip
П3_Поиск_ИП;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент, трудовой договор, курьер;RUB;-;Комбинаторное;;Парковый ИП;11;;"""подключение ип к яндекс такси""";;;;;;;;;;;;;;Россия;50;;;;;курьер, заказать такси;p3_ip
П3_Поиск_ИП;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент, трудовой договор, курьер;RUB;-;Комбинаторное;;Парковый ИП;11;;"""моментальный вывод яндекс такси""";;;;;;;;;;;;;;Россия;50;;;;;курьер, заказать такси;p3_ip
